

﻿微信支付账单明细,,,,,,,,
微信昵称：[勿忘暖心安],,,,,,,,
起始时间：[2021-07-20 00:00:00] 终止时间：[2021-10-20 23:59:59],,,,,,,,
导出类型：[全部],,,,,,,,
导出时间：[2021-10-25 19:07:29],,,,,,,,
,,,,,,,,
共62笔记录,,,,,,,,
收入：7笔 3106.01元,,,,,,,,
支出：52笔 2960.64元,,,,,,,,
中性交易：3笔 2843.41元,,,,,,,,
注：,,,,,,,,
1. 充值/提现/理财通购买/零钱通存取/信用卡还款等交易，将计入中性交易,,,,,,,,
2. 本明细仅展示当前账单中的交易，不包括已删除的记录,,,,,,,,
3. 本明细仅供个人对账使用,,,,,,,,
,,,,,,,,
----------------------微信支付账单明细列表--------------------,,,,,,,,
交易时间,交易类型,交易对方,商品,收/支,金额(元),支付方式,当前状态,交易单号,商户单号,备注
2021-10-19 21:26:24,商户消费,桩源,"桩源电动车充电",支出,¥2.00,工商银行(9094),支付成功,4200001193202110198461850218	,ZYMN16346499823080443	,"/"
2021-10-14 17:38:13,商户消费,吉阿婆麻辣烫,"陕西面馆（聚光中心店）.订单",支出,¥26.00,工商银行(9094),支付成功,4200001198202110146487222184	,20211014000000101142763445000004	,"/"
2021-10-11 22:11:52,商户消费,叙旧OLDTIMES,"木棉推荐腊肠酱*2瓶装",支出,¥36.00,工商银行(9094),支付成功,4200001185202110112889569633	,2110112211460000340226	,"/"
2021-10-11 21:43:14,商户消费,桩源,"桩源电动车充电",支出,¥2.00,工商银行(9094),支付成功,4200001180202110115334896425	,ZYMN16339598020454694	,"/"
2021-10-11 09:33:33,转账,妈妈,"转账备注:微信转账",支出,¥500.00,工商银行(9094),朋友已收钱,100005000121101100055217277542639910	,1000050001202110111609057300342	,"/"
2021-10-10 00:38:15,零钱提现,工商银行(9094),"/",/,¥1000.00,工商银行(9094),提现已到账,207211010100055219057416579910	,/	,"服务费¥1.00"
2021-10-10 00:36:54,转账,李泽滨,"转账备注:微信转账",收入,¥1000.00,/,已存入零钱,1000050001202110101007270788891	,/	,"/"
2021-10-08 12:17:56,微信红包（群红包）,发出群红包,"/",支出,¥42.50,工商银行(9094),支付成功,100003990121100800055217265587008910	,1000039901202110086101775234006	,"/"
2021-10-06 17:44:22,商户消费,晋中市天诚药房连锁有限责任公司,"晋中市天诚药房连锁有限责任公司",支出,¥94.50,工商银行(9094),支付成功,4200001119202110062666081155	,20211006174420400401647760	,"/"
2021-10-05 17:08:55,转账,晓迪,"转账备注:新婚快乐，长长久久～",支出,¥300.00,工商银行(9094),朋友已收钱,100005000121100500055217654564555910	,1000050001202110050609620865899	,"/"
2021-10-04 09:11:26,商户消费,京东商城平台商户,"京东-订单编号224500034572",支出,¥723.00,工商银行(9094),支付成功,4200001162202110049722851352	,61847321100409111702641	,"/"
2021-10-02 07:09:26,商户消费,上海宽娱,"购买大会员连续包月",支出,¥15.00,工商银行(9094),支付成功,4200001140202110020953671986	,3434276192257480098	,"/"
2021-10-01 15:19:29,商户消费,太原机场巴士运行中心,"机场大巴售票",支出,¥10.00,工商银行(9094),支付成功,4200001198202110019898395487	,152347917120211001151922	,"/"
2021-10-01 08:36:44,扫二维码付款,一点忧伤。,"收款方备注:二维码收款",支出,¥17.50,工商银行(9094),已转账,100010710121100100063219264110553910	,10001071012021100101349181928546	,"/"
